shallow
4
-3 -3
3 -3
3 3
-3 3
-1000 -1000
shallow
509
0 0
0 0
0 0
4021.18 108.681
4021.18 108.681
5240.82 144.907
5240.82 144.907
14240.3 88.1572
34108.7 51.3887
34108.7 51.3887
34108.7 990.641
34108.7 990.641
33247.7 1068.91
32934.7 1147.18
32543.3 1303.73
32152 1382
31917.1 1382
31447.5 1382
31212.7 1460.27
31056.2 1460.27
30899.6 1538.54
30821.3 1538.54
30664.8 1538.54
30508.3 1616.81
30351.7 1773.35
30273.4 1773.35
30273.4 1851.62
30273.4 1851.62
30273.4 1851.62
30273.4 1851.62
30273.4 1851.62
30273.4 1851.62
30273.4 1851.62
30195.2 2008.17
30195.2 2086.44
30038.6 2164.71
30038.6 2242.98
29960.4 2321.25
29960.4 2321.25
29960.4 2321.25
29960.4 2321.25
29960.4 2321.25
29960.4 2321.25
29960.4 2321.25
29960.4 2321.25
29960.4 2321.25
29882.1 2399.52
29803.8 2399.52
29725.5 2399.52
29569 2477.79
29490.7 2477.79
29334.2 2477.79
29255.9 2477.79
29177.7 2477.79
29177.7 2477.79
29021.1 2477.79
28942.8 2477.79
28786.3 2477.79
28708 2477.79
28708 2477.79
28629.8 2399.52
28629.8 2399.52
28551.5 2321.25
28473.2 2321.25
28316.7 2242.98
28081.9 2164.71
28003.6 2164.71
28003.6 2164.71
27925.3 2164.71
27847 2164.71
27768.8 2164.71
27768.8 2086.44
27690.5 2086.44
27612.2 2086.44
27455.7 2086.44
27377.4 2086.44
27377.4 2086.44
27299.1 2086.44
27299.1 2086.44
27299.1 2086.44
27299.1 2086.44
27142.6 2164.71
27142.6 2164.71
27142.6 2164.71
27064.3 2164.71
27064.3 2164.71
26986.1 2242.98
26907.8 2321.25
26829.5 2399.52
26751.2 2399.52
26751.2 2399.52
26751.2 2399.52
26673 2477.79
26516.4 2556.06
26438.2 2556.06
26281.6 2634.33
26125.1 2634.33
26046.8 2634.33
26046.8 2634.33
25968.5 2634.33
25968.5 2634.33
25968.5 2712.6
25890.3 2712.6
25812 2712.6
25812 2790.88
25812 2790.88
25733.7 2790.88
25733.7 2790.88
25733.7 2790.88
25733.7 2790.88
25733.7 2790.88
25733.7 2790.88
